customer_id,tenure,monthly_charges,total_charges,contract_type,payment_method,internet_service,online_security,tech_support,streaming_tv,paperless_billing,senior_citizen,partner,dependents,phone_service,multiple_lines,churn
2007,34,64.90833926761134,1319.8780602859397,One year,Bank transfer,DSL,Yes,Yes,No internet service,No,1,No,Yes,Yes,No phone service,0
2008,8,99.64517695378093,6599.972782442727,Month-to-month,Bank transfer,No,Yes,No,No,Yes,1,Yes,Yes,Yes,No phone service,1
2009,59,74.70629909184422,4368.324517111694,Two year,Electronic check,DSL,Yes,No,No internet service,No,0,No,No,No,No,0
2010,49,84.99520981658891,1861.4984552788585,Month-to-month,Bank transfer,DSL,Yes,No,No internet service,Yes,0,Yes,Yes,No,No phone service,1
2011,17,95.37682020450524,3316.4169379917003,Month-to-month,Electronic check,DSL,No internet service,No internet service,Yes,Yes,0,Yes,No,Yes,Yes,1
2012,60,82.20091888089806,7905.1446403282725,One year,Bank transfer,Fiber optic,No,No internet service,No internet service,Yes,0,No,No,Yes,No phone service,0
2013,45,74.00793219221957,6290.092531475167,Two year,Bank transfer,No,No,Yes,No,Yes,1,Yes,Yes,No,Yes,0
2014,69,94.96142843877735,4643.1822549424105,One year,Credit card,DSL,Yes,No internet service,No internet service,No,1,No,No,No,Yes,0
2015,32,92.75630354322007,1009.794904045752,One year,Bank transfer,Fiber optic,No internet service,No internet service,No,No,1,Yes,Yes,Yes,No,0
2016,44,82.98724001831789,3400.711504921852,Month-to-month,Mailed check,Fiber optic,Yes,Yes,No,No,1,Yes,No,No,No,1
2017,65,55.97894133819296,2178.1069606943042,Two year,Credit card,Fiber optic,No,Yes,No,Yes,1,Yes,Yes,Yes,No,0
2018,8,60.58120922002716,660.908528092583,One year,Electronic check,DSL,No,No,No,No,1,Yes,Yes,No,No phone service,0
2019,43,117.04385488840974,4383.414670882588,Two year,Mailed check,DSL,No internet service,No,Yes,No,1,No,Yes,No,No,0
2020,1,31.23859322915258,7124.567028742921,One year,Electronic check,DSL,Yes,Yes,No,Yes,1,Yes,Yes,Yes,No phone service,0
2021,51,46.85049172528353,5437.238958575588,Month-to-month,Electronic check,Fiber optic,No internet service,No,Yes,Yes,1,No,Yes,Yes,No,0
2022,24,69.24017592043357,2072.4750650460383,One year,Mailed check,DSL,Yes,No,No internet service,No,1,No,No,Yes,Yes,0
2023,24,103.67296861437859,4631.318394934934,One year,Electronic check,No,No internet service,No,No,No,0,No,No,Yes,No,0
2024,17,36.36756637297279,7551.550838441054,One year,Credit card,DSL,No,Yes,No internet service,Yes,0,No,Yes,No,Yes,0
2025,5,47.695461812460984,5811.02891809119,Two year,Mailed check,DSL,No internet service,No internet service,Yes,Yes,1,Yes,No,No,No phone service,0
2026,20,26.579821779523897,5546.843805313435,Month-to-month,Electronic check,No,No,No internet service,No,Yes,1,Yes,No,No,No,0
2027,21,90.59852660508184,7748.449513197378,Two year,Electronic check,DSL,No,Yes,No,No,0,No,Yes,No,No,0
2028,58,43.82094354756161,6411.099158353796,One year,Bank transfer,DSL,Yes,Yes,Yes,No,1,No,Yes,No,Yes,0
2029,31,58.86747506709505,1179.3259904801419,Month-to-month,Bank transfer,DSL,No internet service,No,No internet service,Yes,1,No,Yes,Yes,No,0
2030,11,64.37014470296678,2846.3171871119907,Two year,Electronic check,DSL,No internet service,Yes,Yes,Yes,1,Yes,Yes,Yes,No phone service,0
2031,52,109.13139356064556,7724.61153582772,One year,Mailed check,Fiber optic,No internet service,Yes,No internet service,No,1,Yes,Yes,No,Yes,0
2032,15,61.13302903312368,3968.672614164183,Month-to-month,Credit card,DSL,No internet service,Yes,No internet service,Yes,1,No,No,No,No phone service,0
2033,7,34.522501991524905,981.9358180373644,Month-to-month,Electronic check,No,Yes,Yes,No internet service,Yes,0,Yes,No,Yes,No phone service,1
2034,28,72.4314938340121,3722.978549411501,One year,Electronic check,No,Yes,No,No,Yes,1,Yes,No,No,Yes,0
2035,51,116.29579946486297,5606.246549159326,Month-to-month,Electronic check,Fiber optic,Yes,No,Yes,No,0,Yes,Yes,Yes,No phone service,1
2036,58,80.7685641050811,7980.630951281805,Month-to-month,Bank transfer,DSL,No,Yes,No,No,1,Yes,No,No,No,1
2037,5,118.33872204605726,2658.8520008492947,Two year,Mailed check,No,No,Yes,Yes,Yes,1,No,Yes,No,No phone service,1
2038,5,104.11073089388701,4161.286311546262,Month-to-month,Electronic check,Fiber optic,No,No internet service,No internet service,No,1,Yes,Yes,No,No,1
2039,8,23.59657562134128,7049.4775667333715,Two year,Bank transfer,DSL,Yes,No internet service,No,Yes,0,No,Yes,Yes,Yes,0
2040,64,85.83995953770419,2906.611022652935,Two year,Electronic check,Fiber optic,No,Yes,No,No,0,No,Yes,Yes,No,0
2041,10,48.676687755788365,963.1662970677721,Two year,Electronic check,DSL,No internet service,No internet service,No,No,1,Yes,No,No,No phone service,0
2042,38,75.96168556447239,7596.593412511882,Two year,Mailed check,Fiber optic,No,No internet service,No internet service,Yes,0,No,Yes,No,No,0
2043,8,47.93451909312266,3958.682373036651,Month-to-month,Bank transfer,Fiber optic,Yes,No,Yes,Yes,0,Yes,No,Yes,No phone service,1
2044,25,54.887041660529036,4071.9913150985763,Month-to-month,Credit card,No,Yes,No,No internet service,No,0,Yes,Yes,Yes,No,0
2045,66,112.31687117541793,5007.481142373039,Two year,Mailed check,No,Yes,No,No,No,1,No,No,No,Yes,0
2046,50,40.66431848917053,127.93932725547438,Month-to-month,Credit card,Fiber optic,Yes,No internet service,No,Yes,0,No,No,Yes,Yes,0
2047,67,107.41091180258304,7455.936286993909,Two year,Bank transfer,DSL,No internet service,Yes,No internet service,Yes,0,Yes,Yes,No,No,0
2048,49,23.04578080704968,2955.463569718879,Two year,Bank transfer,DSL,No,No,No,Yes,0,No,No,No,Yes,0
2049,36,29.087653836964837,3235.761712836354,Two year,Credit card,DSL,No,No internet service,No,Yes,1,No,No,No,No,0
2050,68,105.46750413842635,1475.4630555125564,One year,Bank transfer,DSL,Yes,Yes,Yes,Yes,0,Yes,Yes,Yes,No phone service,0
2051,41,83.05560309091953,3087.397745010442,Month-to-month,Mailed check,DSL,No,No,Yes,No,0,Yes,No,Yes,No,1
2052,62,94.72361380395502,6451.153893130811,Month-to-month,Electronic check,No,No internet service,No internet service,Yes,Yes,1,No,No,No,No phone service,1
2053,10,40.94176708218542,6419.934213188725,Two year,Credit card,Fiber optic,Yes,No,Yes,Yes,1,No,No,No,No,0
2054,21,73.70834555901035,7492.795043074077,Month-to-month,Electronic check,No,No,No internet service,Yes,Yes,1,Yes,Yes,No,No phone service,1
2055,36,93.72192235713048,3285.5128341782865,Two year,Credit card,DSL,No,No,Yes,No,0,Yes,Yes,No,Yes,0
2056,12,82.73141370102626,5698.899879613817,Month-to-month,Electronic check,Fiber optic,No,No internet service,No,No,1,Yes,No,Yes,No,1
2057,2,67.16987668912095,4107.176686139701,Two year,Electronic check,DSL,No,Yes,No,No,1,Yes,No,No,Yes,0
2058,13,115.97837864377148,6451.780037201134,Two year,Mailed check,DSL,Yes,No,Yes,Yes,0,No,No,Yes,Yes,0
2059,53,87.61573334534454,5729.081872150676,One year,Electronic check,Fiber optic,Yes,No,No internet service,Yes,1,Yes,No,No,No phone service,0
2060,32,110.7750800241238,3006.4331097615777,Two year,Credit card,DSL,No internet service,No internet service,Yes,No,0,Yes,Yes,No,Yes,0
2061,16,92.97705115736812,2759.7232906041704,One year,Electronic check,No,Yes,Yes,No,No,1,Yes,No,Yes,No phone service,0
2062,32,93.54635285976832,2094.295457920944,Month-to-month,Bank transfer,No,No,Yes,No internet service,Yes,1,Yes,No,Yes,Yes,1
2063,32,28.001826975767933,4654.474744860238,Month-to-month,Electronic check,No,No,No,No internet service,No,0,Yes,No,Yes,Yes,0
2064,11,55.94646218539436,7714.35852759149,One year,Electronic check,DSL,No,No internet service,No internet service,No,0,Yes,Yes,Yes,No,0
2065,10,105.83694067196585,1680.5272271787715,Month-to-month,Bank transfer,No,No internet service,No,No,Yes,0,Yes,No,Yes,No,1
2066,15,43.260386214875595,852.4943937441692,One year,Bank transfer,DSL,Yes,No internet service,No internet service,No,0,No,No,Yes,No phone service,0
2067,17,31.55058661564662,1043.2650724028776,Month-to-month,Credit card,DSL,Yes,Yes,No,Yes,1,Yes,Yes,No,Yes,0
2068,40,52.61060566387934,6286.479542376184,One year,Bank transfer,No,Yes,No,No,No,1,Yes,No,Yes,Yes,0
2069,18,42.043788489261395,2865.8279538480533,One year,Bank transfer,No,No,No internet service,Yes,No,0,No,No,No,No,0
2070,55,112.52881947931552,1872.4979387697997,Two year,Credit card,DSL,No,Yes,No,Yes,1,No,No,Yes,No phone service,0
2071,25,106.79666420021312,2887.4685351506505,Month-to-month,Credit card,DSL,No,No internet service,No internet service,No,0,No,Yes,Yes,No,1
2072,59,69.96832302829041,5198.113421353222,Two year,Electronic check,DSL,No internet service,No,No,Yes,1,No,Yes,Yes,Yes,0
2073,22,26.134387448386803,4419.618286143442,One year,Mailed check,DSL,No internet service,No internet service,No,No,0,Yes,No,No,No phone service,0
2074,30,91.45623460931563,5974.356311517685,Two year,Credit card,No,No,No,Yes,No,0,No,No,No,Yes,0
2075,44,82.34117313362646,2778.685773006033,One year,Bank transfer,DSL,No internet service,Yes,Yes,Yes,0,No,Yes,Yes,No,0
2076,32,117.0554670728496,3671.0257303710146,Month-to-month,Electronic check,DSL,No internet service,No internet service,No,Yes,0,No,Yes,Yes,No phone service,1
2077,51,75.8953240270377,905.5501148070956,Month-to-month,Bank transfer,DSL,No internet service,Yes,No,No,1,Yes,No,No,No,1
2078,46,53.63937234029094,677.1633036589734,Month-to-month,Credit card,DSL,Yes,Yes,No,Yes,0,Yes,No,Yes,Yes,0
2079,21,71.90216935785557,3751.8164184683937,One year,Mailed check,DSL,No internet service,No,Yes,Yes,0,Yes,No,No,Yes,0
2080,32,117.92632914045163,2482.6131988227958,Two year,Electronic check,Fiber optic,No,No,Yes,Yes,1,No,Yes,Yes,No,0
2081,39,89.63624325330305,4941.124519875433,Month-to-month,Credit card,Fiber optic,Yes,Yes,No internet service,Yes,1,Yes,Yes,No,Yes,1
2082,12,87.19761379270511,439.71710701211816,One year,Credit card,Fiber optic,No internet service,No,No internet service,No,0,Yes,Yes,No,No,0
2083,47,44.068158972588535,1061.954383036567,Two year,Bank transfer,No,No,Yes,No internet service,No,1,Yes,Yes,Yes,No,0
2084,18,94.36025175606177,6935.007407740522,One year,Mailed check,DSL,No internet service,No,No internet service,Yes,1,No,Yes,Yes,No phone service,0
2085,21,95.02718294717717,4573.861810000925,One year,Credit card,No,No,No,Yes,No,0,Yes,No,No,Yes,0
2086,13,51.72889837759053,5725.230816160694,Month-to-month,Bank transfer,DSL,No,No internet service,Yes,No,0,Yes,No,Yes,Yes,0
2087,21,68.37138323907132,6751.579737787636,One year,Electronic check,Fiber optic,No internet service,No internet service,No,No,0,No,No,Yes,No,0
2088,8,49.460333294045604,3764.2913093054126,One year,Bank transfer,DSL,No internet service,No,No internet service,No,1,Yes,Yes,Yes,No phone service,0
2089,46,45.87050703242867,6112.377033343061,Two year,Electronic check,No,Yes,Yes,No,No,1,No,No,Yes,No,0
2090,7,22.589607024948513,4244.226074680842,Month-to-month,Bank transfer,No,No internet service,Yes,No,No,1,Yes,Yes,No,Yes,1
2091,23,48.52117446533321,1859.7152851622607,One year,Mailed check,DSL,No,Yes,Yes,Yes,0,No,Yes,No,No phone service,0
2092,22,75.39699498782748,2767.4837335274224,One year,Bank transfer,No,Yes,No,No,No,0,Yes,No,No,No phone service,0
2093,22,20.160118754902882,3973.7684843397205,Two year,Mailed check,Fiber optic,No,No,No,No,1,No,No,No,No,0
2094,29,48.32190838096674,2603.395862160939,One year,Mailed check,DSL,No,Yes,Yes,Yes,0,No,No,No,No,0
2095,13,108.141033232325,2750.668761664197,One year,Electronic check,Fiber optic,No internet service,No internet service,Yes,Yes,1,No,No,Yes,No phone service,0
2096,2,79.36485851073608,2765.4033668652546,One year,Bank transfer,Fiber optic,No,No internet service,Yes,No,1,No,No,No,Yes,1
2097,29,80.78628240809805,1070.435832971123,One year,Bank transfer,No,No internet service,Yes,Yes,No,0,Yes,Yes,No,Yes,0
2098,52,60.336430502635324,768.6765969767857,One year,Bank transfer,DSL,No,No,No internet service,No,0,No,Yes,Yes,No phone service,0
2099,27,87.6472143492411,467.31871356130426,Two year,Mailed check,Fiber optic,Yes,No,No internet service,No,1,No,Yes,No,No,0
2100,50,38.99327662303592,976.5544621712604,One year,Credit card,Fiber optic,No internet service,Yes,No internet service,Yes,0,Yes,No,Yes,No,0
2101,23,101.87468103841915,2815.2860278713824,One year,Bank transfer,DSL,Yes,No internet service,No,Yes,0,No,No,No,Yes,0
2102,44,31.66891199358998,4791.587265686151,One year,Bank transfer,No,No internet service,Yes,No internet service,Yes,0,No,No,Yes,Yes,0
2103,22,85.60013546531093,1586.3607249543306,One year,Credit card,Fiber optic,Yes,Yes,Yes,Yes,0,No,No,No,No phone service,0
2104,43,54.114932581968304,7115.2698834208395,Month-to-month,Electronic check,DSL,No internet service,Yes,No internet service,Yes,0,Yes,Yes,No,Yes,0
2105,37,94.75129705824767,6486.221206791651,Month-to-month,Bank transfer,DSL,Yes,No internet service,Yes,Yes,0,Yes,No,No,Yes,1
2106,61,74.97645512660199,4212.1641911923925,Month-to-month,Credit card,Fiber optic,Yes,Yes,No internet service,No,1,Yes,No,Yes,No,1
2107,56,65.23530384787162,5821.257663425543,Month-to-month,Bank transfer,Fiber optic,No internet service,No internet service,No internet service,No,0,Yes,No,Yes,No,0
2108,3,36.9422402093247,2993.995345120192,Two year,Mailed check,Fiber optic,No internet service,No,Yes,No,1,No,No,No,Yes,0
2109,63,83.68214642843529,390.54456259141017,Month-to-month,Credit card,No,No,No internet service,Yes,Yes,1,No,No,No,No,1
2110,19,117.4769843420413,7244.229495507065,Two year,Mailed check,No,No,No internet service,No,No,1,Yes,Yes,Yes,No,0
2111,23,102.5603424907015,1109.5685572367938,Month-to-month,Credit card,DSL,No internet service,Yes,No,Yes,0,No,No,Yes,No,1
2112,29,26.00081925890118,7588.705036399247,Two year,Electronic check,DSL,No internet service,No,No,Yes,1,Yes,No,No,Yes,0
2113,30,57.62293783611911,4617.872447302269,Month-to-month,Mailed check,Fiber optic,Yes,Yes,No internet service,No,0,No,No,Yes,No,0
2114,39,112.55830091902718,2513.9481820692963,One year,Bank transfer,DSL,Yes,No internet service,No internet service,No,1,Yes,Yes,Yes,Yes,0
2115,25,70.30437475570214,4014.644524163573,Month-to-month,Credit card,No,No,No internet service,Yes,No,1,Yes,No,Yes,Yes,1
2116,8,86.21118258081792,4062.875490492444,Month-to-month,Bank transfer,DSL,No,Yes,Yes,No,1,Yes,Yes,Yes,No phone service,1
2117,58,111.25993455913904,283.96792759639703,Month-to-month,Electronic check,DSL,No,No,No,Yes,0,Yes,Yes,Yes,No phone service,1
2118,16,107.37946904198807,2908.132829884695,One year,Credit card,Fiber optic,Yes,No internet service,Yes,No,1,No,No,Yes,No phone service,0
2119,1,70.18203755405109,5944.939816389047,Two year,Electronic check,Fiber optic,Yes,No internet service,No internet service,Yes,1,Yes,No,Yes,Yes,1
2120,5,63.7646302657602,4129.546592710593,Two year,Credit card,No,Yes,No internet service,Yes,Yes,0,Yes,No,Yes,No phone service,0
2121,3,53.96926184795871,2029.417924375715,One year,Mailed check,DSL,No,No,Yes,No,1,No,No,No,No,0
2122,65,91.90194431628912,2747.3678942918573,Month-to-month,Bank transfer,DSL,No internet service,Yes,Yes,Yes,1,Yes,Yes,Yes,No phone service,1
2123,4,48.698679947154325,6918.129705615998,Month-to-month,Mailed check,DSL,No,No,Yes,No,1,Yes,Yes,Yes,Yes,1
2124,64,44.98876064309001,4251.842394186814,Month-to-month,Mailed check,Fiber optic,Yes,No,Yes,Yes,1,No,Yes,Yes,No,0
2125,10,55.62498946037801,4273.981768154764,Two year,Mailed check,No,No,No internet service,No,Yes,1,No,Yes,Yes,No,0
2126,21,37.7215056878792,7695.592926502979,Two year,Mailed check,DSL,No,No,No,Yes,1,Yes,No,No,No,0
2127,46,89.51198159457674,2634.9630523894825,One year,Credit card,DSL,No,No internet service,No internet service,No,0,No,No,No,No phone service,0
2128,27,81.62406493306123,3888.374888339204,One year,Bank transfer,DSL,No,No,No,No,1,Yes,Yes,No,No phone service,0
2129,66,68.28785341158436,6512.537421994588,Two year,Credit card,DSL,Yes,No,Yes,No,0,Yes,Yes,Yes,No phone service,0
2130,41,59.03257792615547,6095.406766207535,Month-to-month,Credit card,No,No,Yes,No,No,0,No,Yes,No,No phone service,0
2131,13,110.90625428967314,2199.8154332365134,Month-to-month,Credit card,No,Yes,No,No internet service,Yes,0,Yes,Yes,No,No,1
2132,9,22.912378498910527,1293.6192760825481,Month-to-month,Mailed check,No,No,Yes,No,No,0,No,No,No,Yes,1
2133,36,96.91077435072991,5635.566151880209,Month-to-month,Electronic check,Fiber optic,Yes,No internet service,No internet service,Yes,1,No,Yes,Yes,No phone service,1
2134,58,110.19095717488888,2135.4837967768385,One year,Mailed check,DSL,No internet service,No internet service,No internet service,No,1,No,Yes,Yes,Yes,0
2135,54,64.6354579429926,7389.139045341505,One year,Credit card,DSL,Yes,Yes,No internet service,Yes,0,Yes,Yes,No,No,0
2136,12,75.06904914706467,1121.056782514886,Two year,Mailed check,DSL,Yes,No internet service,Yes,Yes,0,Yes,Yes,No,Yes,0
2137,14,114.4463687882038,2614.690081064735,One year,Bank transfer,DSL,No internet service,No internet service,No internet service,Yes,1,No,No,Yes,Yes,0
2138,34,41.227751528551444,532.8192507068188,Month-to-month,Bank transfer,No,No internet service,No,No,Yes,1,No,Yes,Yes,No phone service,0
2139,53,72.0134847784685,5656.111924220687,Two year,Mailed check,Fiber optic,No internet service,Yes,No,Yes,1,No,Yes,No,No phone service,0
2140,20,67.47211271282129,7140.974926431647,One year,Mailed check,Fiber optic,No internet service,No internet service,No,Yes,0,No,Yes,Yes,No,0
2141,16,45.83926478703701,5123.408765914955,One year,Electronic check,DSL,No internet service,Yes,No internet service,No,0,Yes,Yes,No,No phone service,0
2142,70,101.85932303731079,7508.2488225407205,One year,Mailed check,No,No internet service,No,No internet service,Yes,0,Yes,Yes,Yes,Yes,0
2143,56,109.96005947632358,1115.1814301595562,One year,Mailed check,Fiber optic,No,No internet service,Yes,No,1,No,No,No,Yes,0
2144,58,98.19325797882088,793.0980253753214,One year,Electronic check,Fiber optic,No,No internet service,No internet service,No,0,Yes,Yes,No,Yes,0
2145,4,39.53589608486084,6723.460576222229,Month-to-month,Mailed check,DSL,No internet service,Yes,No,No,0,No,Yes,No,Yes,1
2146,4,28.674863550138156,6858.538285553411,Month-to-month,Mailed check,Fiber optic,Yes,No internet service,Yes,Yes,1,No,Yes,No,No phone service,1
2147,20,80.54444853053424,6665.212264146312,Month-to-month,Mailed check,DSL,Yes,Yes,No,Yes,1,Yes,Yes,No,No,1
2148,10,25.709476050988393,6411.822730016591,One year,Mailed check,No,No internet service,No internet service,Yes,Yes,1,No,No,No,No phone service,0
2149,24,87.28258885580843,2961.6040751154155,Two year,Mailed check,DSL,No,No,No internet service,Yes,1,No,No,Yes,Yes,0
2150,26,73.04242203272426,1817.9504603719631,Month-to-month,Credit card,Fiber optic,No,No,Yes,Yes,1,Yes,No,Yes,No,1
2151,37,86.27857327436637,7437.551757982542,Month-to-month,Mailed check,DSL,Yes,Yes,No internet service,No,0,No,Yes,No,No,1
2152,54,79.0170773649744,2525.3014445018384,One year,Electronic check,DSL,No internet service,No internet service,No internet service,Yes,0,No,No,Yes,Yes,0
2153,21,62.270256952717276,3247.4206890958544,Two year,Mailed check,DSL,No,No internet service,No,No,1,Yes,Yes,Yes,Yes,0
2154,38,40.087718014022826,5626.515779667902,Month-to-month,Credit card,DSL,No internet service,Yes,No internet service,Yes,0,Yes,No,Yes,No phone service,0
2155,46,50.570213581048854,2417.513031952502,Month-to-month,Electronic check,DSL,No internet service,No,No internet service,Yes,1,Yes,No,No,No,0
2156,4,72.45005742189764,6571.12875033191,Two year,Electronic check,DSL,Yes,No,No internet service,No,0,Yes,No,No,No,1
2157,60,85.18680936476059,653.2735266910719,One year,Mailed check,Fiber optic,No internet service,No,No,No,1,Yes,No,Yes,No phone service,0
2158,57,97.94830168845284,6350.343072372582,Two year,Bank transfer,DSL,No internet service,Yes,No internet service,Yes,1,No,Yes,Yes,Yes,0
2159,45,96.71707184490609,4854.625448680653,One year,Credit card,Fiber optic,Yes,No,No,Yes,0,No,No,No,No,0
2160,20,117.26887432610853,4626.649788497384,Month-to-month,Bank transfer,DSL,No,Yes,Yes,No,1,Yes,No,No,No phone service,1
2161,17,48.58414486634094,3721.1786091954195,Two year,Mailed check,No,No internet service,No,No,Yes,1,Yes,Yes,Yes,No,0
2162,71,27.11107082134368,2288.660210639037,Two year,Credit card,DSL,Yes,No,No,Yes,1,Yes,No,Yes,No phone service,0
2163,4,54.56569355418593,3766.155254906769,Month-to-month,Bank transfer,Fiber optic,No,Yes,No internet service,Yes,0,Yes,No,Yes,No,1
2164,14,94.32944752240766,3655.22524494763,Month-to-month,Credit card,Fiber optic,No internet service,No internet service,No,Yes,0,Yes,No,Yes,Yes,1
2165,3,63.81116510332952,4711.658091386253,One year,Mailed check,No,No,No internet service,Yes,Yes,1,No,Yes,Yes,Yes,0
2166,58,101.77884305894194,2324.436858258689,Month-to-month,Credit card,DSL,Yes,No internet service,No,Yes,0,Yes,Yes,Yes,No,1
2167,55,74.9326365186015,713.0050976115773,Month-to-month,Mailed check,No,No internet service,No,No internet service,No,0,Yes,No,Yes,No,1
2168,4,112.9791722630503,1246.2066284491923,Two year,Bank transfer,DSL,Yes,No,Yes,Yes,1,No,No,Yes,No,1
2169,24,114.78634419990688,5623.501708546425,One year,Credit card,DSL,Yes,No internet service,No internet service,No,0,Yes,Yes,Yes,No phone service,0
2170,34,26.93045060187487,277.68940412076984,Month-to-month,Electronic check,Fiber optic,No internet service,No,No internet service,Yes,1,No,Yes,No,Yes,0
2171,30,65.64134397124243,6865.900052698897,Two year,Mailed check,No,Yes,No,No,No,1,Yes,No,No,No phone service,0
2172,19,80.9689061249568,5585.7388870913155,Month-to-month,Credit card,No,No,No internet service,No internet service,Yes,1,No,Yes,No,Yes,1
2173,31,45.587254081221275,6167.883676330958,Month-to-month,Electronic check,Fiber optic,Yes,Yes,Yes,No,1,Yes,No,Yes,Yes,0
2174,60,60.707677937898026,6704.277147838451,Month-to-month,Electronic check,Fiber optic,No internet service,No internet service,Yes,No,0,Yes,Yes,Yes,No phone service,0
2175,60,87.76815411176983,1069.412507048431,Month-to-month,Electronic check,No,No internet service,No internet service,Yes,Yes,1,No,Yes,No,Yes,1
2176,19,42.673422689836144,6597.363618663524,One year,Electronic check,Fiber optic,No,Yes,Yes,No,0,No,No,Yes,Yes,0
2177,49,80.19813529744525,4086.675257506545,Two year,Mailed check,DSL,No internet service,No,No,No,0,Yes,No,Yes,No,0
2178,63,89.7447828164306,7095.638326150257,Two year,Credit card,No,Yes,No internet service,Yes,Yes,0,No,No,No,No phone service,0
2179,22,29.049631109586677,7104.034148376713,Month-to-month,Electronic check,No,Yes,No internet service,No,Yes,1,Yes,Yes,No,No phone service,0
2180,24,69.75293160274528,291.0065456579446,Two year,Credit card,Fiber optic,No internet service,No,No internet service,No,1,No,No,No,Yes,0
2181,30,46.30800299241908,3124.6352023199574,Month-to-month,Credit card,DSL,No,No,No internet service,Yes,1,No,No,Yes,No phone service,0
2182,58,92.43863559980446,4258.550487335659,Two year,Bank transfer,No,No,Yes,No,No,1,Yes,Yes,No,Yes,0
2183,31,38.95555085369405,5459.044709284925,One year,Credit card,No,No internet service,No,No internet service,Yes,1,Yes,Yes,No,Yes,0
2184,64,109.22379155381064,2360.8713488046583,One year,Mailed check,DSL,Yes,No internet service,No internet service,No,1,No,No,Yes,No phone service,0
2185,19,63.09413365183269,2091.923859250753,Two year,Mailed check,Fiber optic,No internet service,No,Yes,No,1,Yes,Yes,No,Yes,0
2186,48,39.80030303075535,3111.9991808034733,Month-to-month,Electronic check,Fiber optic,No internet service,No,No internet service,No,0,No,No,Yes,No,0
2187,45,63.802179635032935,4057.4156648241665,Month-to-month,Credit card,Fiber optic,No,Yes,No internet service,No,0,Yes,Yes,Yes,No phone service,0
2188,55,60.874376280852786,7614.055228102765,Month-to-month,Mailed check,Fiber optic,Yes,Yes,No,Yes,1,Yes,Yes,Yes,No phone service,0
2189,55,62.891895949371026,6120.656886909756,Month-to-month,Mailed check,DSL,No,No internet service,Yes,No,1,No,Yes,Yes,Yes,0
2190,18,78.5561293497447,3491.6372188078717,One year,Mailed check,DSL,No,No internet service,No internet service,Yes,0,Yes,Yes,Yes,No phone service,0
2191,63,72.11737249135375,529.4928096774518,Month-to-month,Electronic check,No,Yes,No,No internet service,Yes,1,No,No,No,No phone service,1
2192,47,34.97771316809027,1431.312677935699,Month-to-month,Mailed check,No,Yes,No internet service,No,No,0,No,Yes,No,No,0
2193,57,26.557907264663633,3701.802952123395,Month-to-month,Credit card,DSL,Yes,No internet service,No internet service,No,0,Yes,No,Yes,No,0
2194,45,92.94154487265405,6529.224610779764,Month-to-month,Mailed check,No,No internet service,No,Yes,No,1,Yes,Yes,Yes,No phone service,1
2195,33,75.97174359283134,3107.494731851017,One year,Mailed check,DSL,Yes,No,Yes,No,1,No,No,No,Yes,0
2196,17,55.900076807926375,4354.123540885972,Two year,Electronic check,Fiber optic,No internet service,No,Yes,Yes,0,No,No,No,No,0
2197,70,100.83578224980738,7145.258600072307,Two year,Credit card,DSL,No,Yes,No,No,0,No,Yes,Yes,No,0
2198,4,58.805847426095696,7318.990449470369,Month-to-month,Mailed check,DSL,Yes,Yes,Yes,No,1,No,No,No,No,1
2199,20,99.59650896006075,1804.6224718972462,Month-to-month,Credit card,No,No internet service,No,Yes,Yes,0,No,No,Yes,Yes,1
2200,47,50.57561275123747,444.39988216149567,Two year,Credit card,DSL,No internet service,Yes,Yes,Yes,1,Yes,No,Yes,No phone service,0
2201,15,27.284529754519976,2512.743194674968,One year,Mailed check,Fiber optic,No internet service,Yes,Yes,No,1,No,No,No,No phone service,0
2202,70,113.2639693799929,5596.838287123664,One year,Electronic check,Fiber optic,No internet service,Yes,Yes,No,1,No,No,Yes,No,0
2203,47,59.45511292813732,7613.7863877125055,One year,Credit card,No,No,No internet service,Yes,No,1,No,No,Yes,No phone service,0
2204,9,99.2692572849378,708.5527998745,One year,Bank transfer,No,Yes,No,No,No,0,No,Yes,No,No,1
2205,16,47.914413322230445,325.02210333924495,One year,Mailed check,DSL,Yes,No,Yes,No,1,No,No,No,No,0
2206,69,84.6365112123656,7084.762982587203,One year,Credit card,No,Yes,No internet service,No internet service,No,1,No,No,No,Yes,0
2207,61,107.33108732577283,6010.347625914816,One year,Credit card,Fiber optic,Yes,Yes,No,No,0,No,No,Yes,Yes,0
2208,10,24.164402233998032,7938.763775329045,One year,Credit card,No,Yes,No,No internet service,No,0,No,Yes,No,No,0
2209,50,103.06357646860893,3234.66376357866,One year,Mailed check,No,Yes,Yes,No internet service,No,0,No,Yes,Yes,Yes,0
2210,3,77.13330049719286,3386.8021505804777,Month-to-month,Bank transfer,Fiber optic,No internet service,No internet service,Yes,No,1,No,Yes,Yes,Yes,1
2211,70,80.74717539085692,1461.2635146498517,One year,Credit card,DSL,Yes,Yes,No internet service,Yes,0,Yes,No,Yes,Yes,0
2212,51,72.31580008059827,1015.1925055189739,Month-to-month,Credit card,DSL,No internet service,No internet service,No internet service,Yes,0,Yes,Yes,Yes,No phone service,1
2213,19,107.44751032836425,4671.87228366288,Two year,Electronic check,No,No,No internet service,No internet service,No,1,Yes,Yes,No,No phone service,0
